run,step,difficulty,cells,score,model_calls,tool_calls,tool_calls_median,tool_calls_p90,repeats,repeat_fraction,repeat_rollout_fraction,short_tool_fraction,budget_fraction,python_fraction,answer_path_fraction,tool_error_text_fraction,submission_fraction,submission_observations,trainable_tokens,wall_s,retry_cells,training_rows,packed_tokens
Native OpenCode,400,medium,472,0.2944915254237288,13.264830508474576,12.629237288135593,15.0,17.0,0.5338983050847458,0.034969736066117973,0.2796610169491525,0.0,0.5127118644067796,0.9766949152542372,0.5783898305084746,0.7563559322033898,0.6,180,2593.9025423728813,116.06038135593221,0,4.188559322033898,118681.89406779662
Native OpenCode,500,easy,132,0.5303030303030303,10.128787878787879,8.651515151515152,7.0,17.0,0.5681818181818182,0.04908322948095676,0.3106060606060606,0.022727272727272728,0.21212121212121213,0.9696969696969697,0.7878787878787878,0.3712121212121212,0.7222222222222222,36,1078.0984848484848,102.65560606060605,0,3.727272727272727,79580.84090909091
Native OpenCode,500,hard,396,0.08080808080808081,14.828282828282829,14.282828282828282,17.0,17.0,0.9191919191919192,0.06007285763624304,0.3686868686868687,0.0,0.6868686868686869,0.9621212121212122,0.3409090909090909,0.7777777777777778,0.390625,128,3083.530303030303,138.30416666666665,2,4.792929292929293,176411.02777777778
Native OpenCode,500,medium,472,0.2733050847457627,13.139830508474576,12.209745762711865,15.0,17.0,0.8283898305084746,0.05650738937064172,0.3538135593220339,0.00423728813559322,0.5148305084745762,0.9766949152542372,0.5677966101694916,0.6970338983050848,0.6,180,2329.8072033898306,121.81180084745762,1,4.546610169491525,122263.01694915254
Native OpenCode,600,easy,132,0.5606060606060606,10.333333333333334,8.681818181818182,7.0,17.0,1.0,0.08159403047437806,0.3712121212121212,0.030303030303030304,0.24242424242424243,0.9318181818181818,0.8106060606060606,0.3560606060606061,0.75,36,1129.7424242424242,103.59560606060607,2,4.295454545454546,93592.34848484848
Native OpenCode,600,hard,396,0.10353535353535354,14.224747474747474,13.416666666666666,16.0,17.0,1.2601010101010102,0.08298572439234086,0.44696969696969696,0.0025252525252525255,0.6287878787878788,0.9343434343434344,0.43686868686868685,0.7525252525252525,0.4453125,128,3258.3535353535353,134.60962121212123,6,5.0227272727272725,174275.86363636365
Native OpenCode,600,medium,472,0.288135593220339,12.39406779661017,11.358050847457626,12.0,17.0,1.1716101694915255,0.08242081922307692,0.4067796610169492,0.006355932203389831,0.4258474576271186,0.9766949152542372,0.6377118644067796,0.6716101694915254,0.6611111111111111,180,2190.1991525423728,115.10735169491525,6,4.447033898305085,111872.16949152542
Native OpenCode,700,easy,132,0.49242424242424243,10.25,8.893939393939394,7.0,17.0,0.7121212121212122,0.061389237742847366,0.3409090909090909,0.022727272727272728,0.2878787878787879,0.9545454545454546,0.8181818181818182,0.3560606060606061,0.75,36,1008.5,100.61128787878788,0,3.553030303030303,77474.76515151515
Native OpenCode,700,hard,396,0.07828282828282829,14.462121212121213,13.717171717171718,16.0,17.0,0.8560606060606061,0.05696271237744406,0.36363636363636365,0.005050505050505051,0.6666666666666666,0.9671717171717171,0.4444444444444444,0.7954545454545454,0.40625,128,3196.368686868687,135.29641414141415,0,4.547979797979798,169050.83080808082
Native OpenCode,700,medium,472,0.288135593220339,12.182203389830509,11.14406779661017,11.5,17.0,0.6419491525423728,0.045274267663924346,0.3093220338983051,0.00847457627118644,0.4385593220338983,0.9745762711864406,0.6779661016949152,0.6588983050847458,0.6944444444444444,180,2100.697033898305,114.62976694915254,0,4.252118644067797,113986.72881355933
Native OpenCode,800,easy,132,0.5227272727272727,9.371212121212121,8.143939393939394,7.0,17.0,0.25757575757575757,0.026358094272532776,0.20454545454545456,0.015151515151515152,0.19696969696969696,0.9621212121212122,0.8636363636363636,0.4318181818181818,0.8055555555555556,36,1181.0984848484848,101.63969696969697,0,3.5757575757575757,78131.18939393939
Native OpenCode,800,hard,396,0.11868686868686869,14.227272727272727,13.54040404040404,16.0,17.0,0.5353535353535354,0.03464554153086145,0.31565656565656564,0.005050505050505051,0.6186868686868687,0.9747474747474747,0.4671717171717172,0.7929292929292929,0.5234375,128,3752.9747474747473,140.07709595959597,0,4.51010101010101,178000.86363636365
Native OpenCode,800,medium,472,0.2966101694915254,12.10593220338983,11.194915254237289,11.5,17.0,0.3559322033898305,0.02621620604292654,0.211864406779661,0.014830508474576272,0.4300847457627119,0.9766949152542372,0.6610169491525424,0.6800847457627118,0.6666666666666666,180,2456.8008474576272,117.00741525423729,0,4.1059322033898304,117600.02754237287
Native OpenCode,900,easy,132,0.5,9.704545454545455,8.25,7.0,17.0,0.4696969696969697,0.0431211174693795,0.25,0.06060606060606061,0.21212121212121213,0.9015151515151515,0.8181818181818182,0.4015151515151515,0.75,36,1190.0378787878788,101.35371212121213,0,3.4318181818181817,83409.48484848485
Native OpenCode,900,hard,396,0.1111111111111111,13.669191919191919,12.984848484848484,16.0,17.0,0.5025252525252525,0.03297950094290041,0.2727272727272727,0.015151515151515152,0.5984848484848485,0.9570707070707071,0.4595959595959596,0.7474747474747475,0.46875,128,3514.742424242424,134.26853535353536,2,4.290404040404041,170370.898989899
Native OpenCode,900,medium,472,0.3029661016949153,12.171610169491526,11.226694915254237,12.0,17.0,0.5021186440677966,0.03788172352323649,0.288135593220339,0.019067796610169493,0.4110169491525424,0.9639830508474576,0.6504237288135594,0.690677966101695,0.7,180,2557.326271186441,118.18383474576271,1,4.120762711864407,122658.96398305085
Native OpenCode,1000,easy,132,0.5984848484848485,10.113636363636363,8.666666666666666,7.0,17.0,0.696969696969697,0.06439452122941428,0.36363636363636365,0.0,0.21212121212121213,0.9772727272727273,0.9393939393939394,0.45454545454545453,0.8611111111111112,36,896.0833333333334,101.40204545454546,0,4.871212121212121,101680.84848484848
Native OpenCode,1000,hard,396,0.12626262626262627,14.1489898989899,13.469696969696969,16.0,17.0,0.8207070707070707,0.06018674457845581,0.41414141414141414,0.007575757575757576,0.5909090909090909,0.9646464646464646,0.5505050505050505,0.8484848484848485,0.5859375,128,3492.89898989899,144.32358585858586,0,7.53030303030303,228936.2702020202
Native OpenCode,1000,medium,472,0.3580508474576271,12.540254237288135,11.63135593220339,12.0,17.0,0.7521186440677966,0.059763516115020815,0.3665254237288136,0.00211864406779661,0.4173728813559322,0.9915254237288136,0.7669491525423728,0.7584745762711864,0.7722222222222223,180,2242.133474576271,119.11391949152542,0,6.923728813559322,172306.16313559323
